LatinName,PolishName,Description,Edibility,Toxicity,Habitat
Boletus auripes,Borowik złotonogi,Grzyb o brązowym kapeluszu i żółtym trzonie. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Boletus barrowsii,Borowik Barrowsa,Grzyb o białawym kapeluszu i porach. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Iglasty
"
Boletus chippewaensis,Borowik chippewski,Grzyb o brązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Boletus curtisii,Borowik Curtisa,Grzyb o czerwonobrązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Boletus edulis,Borowik szlachetny,Grzyb o brązowym kapeluszu i białych porach. Rośnie w lasach liściastych i iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Mieszany
"
Boletus fibrillosus,Borowik włóknisty,"Grzyb o brązowym, włóknistym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Boletus huronensis,Borowik huroński,Grzyb o brązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Boletus luridellus,Borowik ponury,Grzyb o ciemnobrązowym kapeluszu i czerwonawych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Trujący,"Liściasty
"
Boletus nobilis,Borowik szlachetny amerykański,Grzyb o brązowym kapeluszu i białych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Boletus oliveisporus,Borowik oliwkowozarodnikowy,Grzyb o brązowym kapeluszu i oliwkowych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Boletus patrioticus,Borowik patriotyczny,Grzyb o czerwono-biało-niebieskim kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Boletus projectelloides,Borowik wysmukły,Grzyb o smukłym kształcie i brązowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Boletus radicans,Borowik korzeniujący,Grzyb o szarobrązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Boletus regineus,Borowik królewski,Grzyb o ciemnobrązowym kapeluszu i białych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Boletus rex-veris,Borowik wiosenny,Grzyb o brązowym kapeluszu i białych porach. Rośnie w lasach iglastych. Owocniki pojawiają się wiosną i wczesnym latem,Jadalny,Nie trujący,"Iglasty
"
Boletus rubriceps,Borowik czerwonogłowy,Grzyb o czerwonym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Boletus smithii,Borowik Smitha,Grzyb o brązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Boletus subcaerulescens,Borowik siniejący,"Grzyb o brązowym kapeluszu i porach, które sinieją po uszkodzeniu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Boletus subluridellus,Borowik ponurawy,Grzyb o ciemnobrązowym kapeluszu i czerwonawych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Trujący,"Liściasty
"
Boletus subvelutipes,Borowik aksamitnotrzonowy,Grzyb o brązowym kapeluszu i aksamitnym trzonie. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Boletus vermiculosoides,Borowik czerwonawy,Grzyb o czerwonawym kapeluszu i porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Bondarzewia berkeleyi,Żagwica wielkopora,"Grzyb o dużych, wachlarzowatych owocnikach. Rośnie u podstawy drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Bothia castanella,Złotak kasztanowaty,Grzyb o kasztanowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Bovista pila,Kurzawka kulista,"Grzyb o kulistym, białawym owocniku. Rośnie na łąkach i pastwiskach. Owocniki pojawiają się latem i jesienią",Jadalny (gdy młody),Nie trujący,"Liściasty
"
Bovista plumbea,Kurzawka ołowiana,"Grzyb o kulistym, szarawym owocniku. Rośnie na łąkach i pastwiskach. Owocniki pojawiają się latem i jesienią",Jadalny (gdy młody),Nie trujący,"Liściasty
"
Buchwaldoboletus lignicola,Złotak drzewolubny,Grzyb o brązowym kapeluszu i żółtych porach. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Buglossoporus quercinus,Żagiew dębowa,"Grzyb o wachlarzowatym, brązowym owocniku. Rośnie na dębach. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Butyriboletus brunneus,Masłoborowik brunatny,Grzyb o brązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Butyriboletus frostii,Masłoborowik Frosta,Grzyb o czerwonym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Butyriboletus persolidus,Masłoborowik tęgi,"Grzyb o masywnym, brązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Butyriboletus roseopurpureus,Masłoborowik różowopurpurowy,Grzyb o różowopurpurowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Butyriboletus taughannockensis,Masłoborowik Taughannock,Grzyb o brązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Calbovista subsculpta,Kurzawka rzeźbiona,"Grzyb o dużym, kulistym owocniku z charakterystycznymi wzorami na powierzchni. Rośnie na łąkach i w lasach. Owocniki pojawiają się latem i jesienią",Jadalny (gdy młody),Nie trujący,"Mieszany
"
Callistosporium luteo-olivaceum,Pięknoporek żółtooliwkowy,Grzyb o żółtooliwkowym kapeluszu. Rośnie na martwym drewnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Callistosporium purpureomarginatum,Pięknoporek purpurowoobrzeżony,Grzyb o brązowym kapeluszu z purpurowym brzegiem. Rośnie na martwym drewnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Caloboletus conifericola,Borowik iglastolubny,Grzyb o brązowym kapeluszu i żółtych porach. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Iglasty
"
Caloboletus firmus,Borowik twardy,Grzyb o brązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Caloboletus inedulis,Borowik niejadalny,Grzyb o brązowym kapeluszu i czerwonych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Trujący,"Liściasty
"
Caloboletus marshii,Borowik Marsha,Grzyb o brązowym kapeluszu i żółtych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Caloboletus rubripes,Borowik czerwononogi,Grzyb o brązowym kapeluszu i czerwonym trzonie. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Caloscypha fulgens,Kielonka lśniąca,"Grzyb o jaskrawopomarańczowym, miseczkowatym owocniku. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się wiosną",Niejadalny,Nie trujący,"Iglasty
"
Calostoma cinnabarinum,Pięknoust cynobrowoczerwony,"Grzyb o czerwonym, kulistym owocniku na długim trzonie. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Calvatia gigantea,Czasznica olbrzymia,"Grzyb o bardzo dużym, kulistym owocniku. Rośnie na łąkach i w parkach. Owocniki pojawiają się latem i jesienią",Jadalny (gdy młody),Nie trujący,"Liściasty
"
Calvatia pachyderma,Czasznica gruboskórna,"Grzyb o dużym, kulistym owocniku z grubą skórką. Rośnie na łąkach i w lasach. Owocniki pojawiają się latem i jesienią",Jadalny (gdy młody),Nie trujący,"Mieszany
"
Calvatia sculpta,Czasznica rzeźbiona,"Grzyb o dużym, kulistym owocniku z charakterystycznymi wzorami na powierzchni. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny (gdy młody),Nie trujący,"Iglasty
"
Candolleomyces candolleanus,Kruchaweczka zaroślowa,Grzyb o brązowym kapeluszu. Rośnie na ziemi w lasach liściastych i parkach. Owocniki pojawiają się od wiosny do jesieni,Niejadalny,Nie trujący,"Liściasty
"
Cantharellula umbonata,Lejkówka pępkowata,"Grzyb o szarym, lejkowatym kapeluszu z pępkiem. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Cantharellus,Pieprznik,Rodzaj grzybów o lejkowatym kapeluszu i fałdkach zamiast blaszek. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Mieszany
"
Cantharellus appalachiensis,Pieprznik appalachijski,"Grzyb o żółtym, lejkowatym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Cantharellus californicus,Pieprznik kalifornijski,"Grzyb o pomarańczowym, lejkowatym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Cantharellus cascadensis,Pieprznik kaskadowy,"Grzyb o żółtym, lejkowatym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Cantharellus cibarius,Pieprznik jadalny (kurka),"Grzyb o żółtym, lejkowatym kapeluszu. Rośnie w lasach liściastych i iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Mieszany
"
Cantharellus cinnabarinus,Pieprznik cynobrowy,"Grzyb o czerwonym, lejkowatym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Cantharellus formosus,Pieprznik okazały,"Grzyb o pomarańczowym, lejkowatym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Cantharellus lateritius,Pieprznik ceglasty,"Grzyb o ceglastoczerwonym, lejkowatym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Cantharellus lewisii,Pieprznik Lewisa,"Grzyb o żółtym, lejkowatym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Cantharellus minor,Pieprznik mniejszy,"Grzyb o małym, żółtym, lejkowatym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Cantharellus phasmatis,Pieprznik widmowy,"Grzyb o białawym, lejkowatym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Cantharellus roseocanus,Pieprznik różowawy,"Grzyb o różowawym, lejkowatym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Cantharellus subalbidus,Pieprznik białawy,"Grzyb o białawym, lejkowatym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Catathelasma ventricosum,Wielkołuszczak wspaniały,"Grzyb o dużym, białawym kapeluszu i masywnym trzonie. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Caulorhiza umbonata,Korzenianka pępkowata,"Grzyb o brązowym kapeluszu z pępkiem i długim, korzeniowatym trzonie. Rośnie na martwym drewnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Cerioporus leptocephalus,Żagiew cienkogłowa,"Grzyb o wachlarzowatym, brązowym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Cerioporus squamosus,Żagiew łuskowata,"Grzyb o dużym, wachlarzowatym, łuskowatym owocniku. Rośnie na żywych i martwych drzewach liściastych. Owocniki pojawiają się od wiosny do jesieni",Jadalny (gdy młody),Nie trujący,"Liściasty
"
Cerrena unicolor,Włóknouszek ukośny,"Grzyb o wachlarzowatym, szarym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Chalciporus piperatoides,Maślaczek pieprzowy,Grzyb o brązowym kapeluszu i czerwonawych porach. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Chalciporus piperatus,Maślak pieprzowy,Grzyb o brązowym kapeluszu i czerwonawych porach. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Chalciporus pseudorubinellus,Maślaczek czerwonawy,Grzyb o czerwonawym kapeluszu i porach. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Chlorophyllum,Czubajnik,"Rodzaj grzybów o dużych, łuskowatych kapeluszach. Rosną na ziemi w lasach, parkach i ogrodach. Owocniki pojawiają się od lata do jesieni","Niektóre jadalne, inne trujące",Niektóre trujące,"Mieszany
"
Chlorophyllum brunneum,Czubajnik brązowy,"Grzyb o dużym, brązowym, łuskowatym kapeluszu. Rośnie na ziemi w lasach liściastych i parkach. Owocniki pojawiają się latem i jesienią",Niejadalny,Trujący,"Liściasty
"
Chlorophyllum hortense,Czubajnik ogrodowy,"Grzyb o dużym, białawym, łuskowatym kapeluszu. Rośnie na ziemi w ogrodach i parkach. Owocniki pojawiają się latem i jesienią",Niejadalny,Trujący,"Liściasty
"
Chlorophyllum molybdites,Czubajnik zielonkawy,"Grzyb o dużym, zielonkawym, łuskowatym kapeluszu. Rośnie na ziemi w parkach i ogrodach. Owocniki pojawiają się latem i jesienią",Niejadalny,Trujący,"Liściasty
"
Chlorophyllum olivieri,Czubajnik Oliviera,"Grzyb o dużym, białawym, łuskowatym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Chorioactis geaster,Gwiazda pustyni,"Grzyb o gwiaździstym, brązowym owocniku. Rośnie na martwym drewnie w suchych lasach. Owocniki pojawiają się wiosną",Niejadalny,Nie trujący,"Liściasty
"
Chromosera cyanophylla,Wilgotnica niebieskoblaszkowa,Grzyb o żółtym kapeluszu i niebieskich blaszkach. Rośnie na martwym drewnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Chroogomphus,Klejek,Rodzaj grzybów o śluzowatej powierzchni kapelusza. Rosną w lasach iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Iglasty
"
Chroogomphus ochraceus,Klejek ochrowy,"Grzyb o ochrowym, śluzowatym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Chroogomphus tomentosus,Klejek kosmaty,"Grzyb o brązowym, kosmatym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Chroogomphus vinicolor,Klejek winnoczerwony,"Grzyb o winnoczerwonej, śluzowatej powierzchni kapelusza. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Chrysomphalina aurantiaca,Pępówka pomarańczowa,"Grzyb o pomarańczowym, pępkowatym kapeluszu. Rośnie na martwym drewnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Chrysomphalina chrysophylla,Pępówka złotoblaszkowa,Grzyb o żółtym kapeluszu i złotych blaszkach. Rośnie na martwym drewnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Clathrus ruber,Okratek czerwony,"Grzyb o czerwonym, ażurowym owocniku. Rośnie na ziemi w lasach liściastych i parkach. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Clavariadelphus occidentalis,Buławka zachodnia,"Grzyb o maczugowatym, żółtawym owocniku. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Climacocystis borealis,Jamkówka północna,"Grzyb o białawym, konsolowatym owocniku. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Iglasty
"
Climacodon septentrionalis,Kolczakówka północna,Grzyb o białawym owocniku z kolcami na spodzie. Rośnie na żywych i martwych drzewach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Clitocybe albirhiza,Lejkówka białokorzeniowa,"Grzyb o szarym, lejkowatym kapeluszu i białych korzeniach. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się jesienią",Niejadalny,Nie trujący,"Liściasty
"
Clitocybe brunneocephala,Lejkówka brązowogłowa,"Grzyb o brązowym, lejkowatym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się jesienią",Niejadalny,Nie trujący,"Liściasty
"
